"fprd__Allow_row_creation__c","fprd__Allow_row_deletion__c","fprd__Complex_default_value__c","fprd__Complex_sections_descending_order__c","fprd__Complex_section_order_by__c","fprd__Default_value__c","fprd__Descending_order__c","fprd__DeveloperName__c","fprd__First_expanded__c","fprd__Full_width__c","fprd__Header_order__c","fprd__Header__c","fprd__Hidden__c","fprd__Important__c","fprd__Label__c","fprd__Lightning_component_api_name__c","fprd__Lightning_component_attributes__c","fprd__LoV_labels__c","fprd__LoV_values__c","fprd__Lower_limit__c","fprd__Mandatory__c","fprd__Map_field__c","fprd__Max_complex_sections__c","fprd__Order__c","fprd__Product__r.Unique_id__c","fprd__Read_only__c","fprd__Related_map_fields__c","fprd__Section_name__c","fprd__Section_order__c","fprd__Table_default_value__c","fprd__Table_order_by__c","fprd__Table__r.fprd__DeveloperName__c","fprd__Type__c","fprd__Upper_limit__c","fprd__Values_control_field__c","fprd__Version_from__c","fprd__Version_to__c","fprd__Visibility_condition__c","fprd__Visibility_control_field__c","fprd__Visibility_control_value__c"
"false","false","","false","","","false","Amortizacion_PC00007","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","0161710","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00007","En cuotas"
"false","false","","false","","","false","PlazoIG_PC00007","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","5.0","0161710","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","03","false","gipr_Tipo_garantia_PC00007","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","8.0","0161710","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","gipr_PaymentM_PC00007","false","false","","false","false","false","Medio de Pago","","","Sin medio de pago,Carta de crédito,Cobranza documentaria,Transferencia","01,02,03,04","","false","gipr_Payment_Method__c","","11.0","0161710","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Periodicidad_PC00007","false","false","","false","false","false","Periodicidad","","","Días,Meses","01,02","","false","cpliq_Periodicidad__c","","4.0","0161710","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00007","Al vencimiento"
"false","false","","false","","","false","Periodicidad_Gracia_PC00007","false","false","","false","false","false","Periodicidad de gracia","","","Días,Meses","01,02","","false","cpliq_Periodicidad_gracia__c","","6.0","0161710","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00007","En cuotas"
"false","false","","false","","","false","n_PC00007","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","0161710","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00007","Al vencimiento"
"false","false","","false","","02","false","gipr_Garantia_PC00007","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","9.0","0161710","false","","Información general del producto","1.0","","","","LIST","","gipr_Tipo_garantia_PC00007","","","","gipr_Tipo_garantia_PC00007","No dineraria,Dineraria"
"false","false","","false","","","false","Importe_PC00007","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0161710","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","false","false","Mejorado_PC00007","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","0161710","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","02","false","Destino_PC00007","false","false","","false","false","false","Destino","","","Campañas,Capital de trabajo,Pago proveedores,Prórroga,Subrrogación","01,02,05,06,07","","false","gipr_Destino__c","","4.0","0161710","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","11","false","ModalidadP_PC00007","false","false","","false","false","false","Modalidad producto","","","Pre embarque,Post embarque,Sepymex","11,12,13","","false","PE_List_Product_mode__c","","2.0","0161710","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","gipr_Comex_Bag_PC00005","false","false","","false","false","false","Bolsa Comex","","","Si,No","01,02","","false","gipr_Comex_Bag__c","","9.0","0161720","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","Tipo_amortizacion_PC00005","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,Manual","01,02,04","","false","cpliq_Tipo_amortizacion__c","","2.0","0161720","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","cpliq_Manual_PC00005","false","false","","false","false","false","Manual","","","","","","false","cpliq_Manual__c","","3.0","0161720","false","","Criterios de pago y liquidación","2.0","","","","textArea","","","","","","Tipo_amortizacion_PC00005","Manual"
"false","false","","false","","02","false","gipr_Garantia_PC00018","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","8.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","gipr_Tipo_garantia_PC00018","","","","gipr_Tipo_garantia_PC00018","No dineraria,Dineraria"
"false","false","","false","","100","false","gipr_Cobertura_PC00018","false","false","","false","false","false","Cobertura (%)","","","","","","false","gipr_Cobertura__c","","9.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Tipo_garantia_PC00018","Dineraria,No dineraria"
"false","false","","false","","","false","Fecha_Vencimiento_PC00018","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","5.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","date","","","","","","Tipo_amortizacion_PC00018","Al vencimiento"
"false","false","","false","","02","false","Periodicidad_Gracia_PC00018","false","false","","false","false","false","Periodicidad de gracia","","","Meses,Años","02,03","","false","cpliq_Periodicidad_gracia__c","","6.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00018","En cuotas"
"false","false","","false","","","false","n_Gracia_PC00018","false","false","","false","false","false","Plazo de gracia","","","","","","false","cpliq_n_gracia__c","","5.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00018","En cuotas"
"false","false","","false","","02","false","Periodicidad_PC00018","false","false","","false","false","false","Periodicidad","","","Meses,Años","02,03","","false","cpliq_Periodicidad__c","","4.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Tipo_amortizacion_PC00018","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,A medida","01,02,03","","false","cpliq_Tipo_amortizacion__c","","2.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Codigo_Simulacion_PC00018","false","false","","false","false","false","Código simulación","","","","","","false","cpliq_Codigo_Simulacion__c","","5.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","Tipo_amortizacion_PC00018","A medida"
"false","false","","false","","","false","n_PC00018","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","",""
"false","false","","false","","08","false","Destino_PC00018","false","false","","false","false","false","Destino","","","Inversión inmueble,Inversión maquinaria/equipos,Construcción,Prórroga,Reestructuración,Subrrogación","08,09,10,06,11,07","","false","gipr_Destino__c","","4.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00018","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","01","false","PE_Modality_PC00018","false","false","","false","false","false","Modalidad Producto","","","Regular,Reprogramado,Refinanciado,Promotor,Sindicado","01,02,14,04,05","","false","PE_List_Product_mode__c","","2.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","false","false","Mejorado_PC00018","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","","false","PlazoIG_PC00018","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","5.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","02","false","gipr_Periodicidad_PC00018","false","false","3.0","true","false","false","Periodicidad","","","Meses,Años","02,03","","false","gipr_Periodicidad__c","","6.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","gipr_Tipo_garantia_PC00018","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","7.0","PC00009_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00060","false","false","","false","false","false","Importe","","","","","","false","UnitPrice","","1.0","PC00042","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","04","false","gipr_Type_PC00060","false","false","","false","false","false","Tipo","","","Nuevo,Renovación con incremento,Renovación con reducción,Renovación mismo importe","01,02,03,04","","false","gipr_Type__c","","3.0","PC00042","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","PeriodicidadIG_PC00001","false","false","3.0","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","6.0","0160010_NEW","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","03","false","Tipo_garantia_PC00001","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantia","01,02,03","","false","gipr_Tipo_Garantia__c","","7.0","0160010_NEW","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Periodicidad_Gracia_PC00001","false","false","","false","false","false","Periodicidad de gracia","","","Días,Meses","01,02","","false","cpliq_Periodicidad_gracia__c","","6.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00001","En cuotas"
"false","false","","false","","01","false","Tipo_amortizacion_PC00001","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,A medida","01,02,03","","false","cpliq_Tipo_amortizacion__c","","2.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Destino_PC00001","false","false","","false","false","false","Destino","","","Campañas,Capital de trabajo,Pago de impuestos,Pago haberes,Pago proveedores,Prórroga,Subrrogación","01,02,03,04,05,06,07","","false","gipr_Destino__c","","4.0","0160010_NEW","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Cobertura_PC00001","false","false","","false","false","false","Cobertura (%)","","","","","","false","gipr_Cobertura__c","","9.0","0160010_NEW","false","","Información general del producto","1.0","","","","number","","","","","","Tipo_garantia_PC00001","Dineraria,No dineraria"
"false","false","","false","","","false","Cuenta_vinculada_PC00001","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","","false","Fecha_Vencimiento_PC00001","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","5.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","date","","","","","","Tipo_amortizacion_PC00001","Al vencimiento"
"false","false","","false","","","false","n_PC00001","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","",""
"false","false","","false","","01","false","Amortizacion_PC00001","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00001","En cuotas"
"false","false","","false","","","false","PlazoIG_PC00001","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","5.0","0160010_NEW","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","","false","Codigo_Simulacion_PC00001","false","false","","false","false","false","Código simulación","","","","","","false","cpliq_Codigo_Simulacion__c","","5.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","Tipo_amortizacion_PC00001","A medida"
"false","false","","false","","02","false","Garantia_PC00001","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","8.0","0160010_NEW","false","","Información general del producto","1.0","","","","LIST","","Tipo_garantia_PC00001","","","","Tipo_garantia_PC00001","No dineraria,Dineraria"
"false","false","","false","","","false","n_Gracia_PC00001","false","false","","false","false","false","Plazo de gracia","","","","","","false","cpliq_n_gracia__c","","5.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00001","En cuotas"
"false","false","","false","","02","false","Periodicidad_PC00001","false","false","","false","false","false","Periodicidad","","","Días,Meses","01,02","","false","cpliq_Periodicidad__c","","4.0","0160010_NEW","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","Modalidad_PC00001","false","false","","false","false","false","Modalidad producto","","","Regular,Crédito líquido,Crédito puntual,Compra de deuda,Reprogramado","01,03,09,10,02","","false","PE_List_Product_mode__c","","2.0","0160010_NEW","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00001","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0160010_NEW","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","false","false","Mejorado_PC00001","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","0160010_NEW","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","","false","Cuenta_vinculada_PC00018","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","01","false","Amortizacion_PC00018","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","PC00009_V1_DEPRECATED","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00018","En cuotas"
"false","false","","false","","02","false","Garantia_PC00014","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","5.0","0159501","false","","Información general del producto","1.0","","","","LIST","","Tipo_garantia_PC00014","","","","Tipo_garantia_PC00014","No dineraria,Dineraria"
"false","false","","false","","02","false","PeriodicidadIG_PC00014","false","false","3.0","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","3.0","0159501","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Cobertura_PC00014","false","false","","false","false","false","Cobertura (%)","","","","","0.0","false","gipr_Cobertura__c","","6.0","0159501","false","","Información general del producto","1.0","","","","number","100.0","","","","","Tipo_garantia_PC00014","Dineraria,No dineraria"
"false","false","","false","","","false","Cuenta_vinculada_PC00014","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","2.0","0159501","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","100","false","dlf_Portfolio_effectiveness_PC00014","false","false","","false","false","false","Efectividad cartera(%)","","","","","0.0","false","dlf_Portfolio_effectiveness__c","","4.0","0159501","false","","Criterios de pago y liquidación","2.0","","","","number","100.0","","","","","",""
"false","false","","false","","03","false","Plazo_s_Operaci_n_PC00014","false","false","","false","false","false","Plazo(s) Operación","","","15 días,30 dias,60 dias,90 dias,120 dias,150 dias,180 dias,210 dias,240 dias,270 dias,300 dias,330 dias,360 dias","01,02,03,04,05,06,07,08,09,10,11,12,13","","false","dlf_Operation_Deadlines__c","","3.0","0159501","false","","Criterios de pago y liquidación","2.0","","","","multiselect","","","","","","",""
"false","false","","false","","01","false","gipr_Opcioncompra_Monto_PC00024","false","false","","false","false","false","Opción de compra (monto)","","","","","0.0","false","gipr_Buy_Option_amt__c","","9.0","0159601_V1_DEPRECATED","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Opcioncompra_Tipo_PC00024","Monto"
"false","false","","false","","01","false","gipr_Opcioncompra_Tipo_PC00024","false","false","","false","false","false","Tipo opción de compra:","","","(%),Monto","01,02","","false","gipr_Buy_Type_Option__c","","7.0","0159601_V1_DEPRECATED","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Codigo_Simulacion_PC00018_2","false","false","","false","false","false","Código simulación","","","","","","false","cpliq_Codigo_Simulacion__c","","5.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","Tipo_amortizacion_PC00018_2","A medida"
"false","false","","false","","","false","n_PC00018_2","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","",""
"false","false","","false","","08","false","Destino_PC00018_2","false","false","","false","false","false","Destino","","","Inversión inmueble,Inversión maquinaria/equipos,Construcción,Prórroga,Reestructuración,Subrrogación","08,09,10,06,11,07","","false","gipr_Destino__c","","4.0","PC00009","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00018_2","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","PC00009","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","01","false","PE_Modality_PC00018_2","false","false","","false","false","false","Modalidad Producto","","","Regular,Reprogramado,Refinanciado,Promotor,Sindicado","01,02,14,04,05","","false","PE_List_Product_mode__c","","2.0","PC00009","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","false","false","Mejorado_PC00018_2","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","PC00009","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","","false","PlazoIG_PC00018_2","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","5.0","PC00009","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","02","false","gipr_Periodicidad_PC00018_2","false","false","3.0","true","false","false","Periodicidad","","","Meses,Años","02,03","","false","gipr_Periodicidad__c","","6.0","PC00009","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","gipr_Tipo_garantia_PC00018_2","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","7.0","PC00009","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Cuenta_vinculada_PC00018_2","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","01","false","Amortizacion_PC00018_2","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00018_2","En cuotas"
"false","false","","false","","01","false","gipr_Opcioncompra_PC00024_2","false","false","","false","false","false","Opción de compra (%)","","","","","0.0","false","gipr_Opcioncompra__c","","8.0","0159601","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Opcioncompra_Tipo_PC00024_2","(%)"
"false","false","","false","","","false","Cuenta_vinculada_PC00024_2","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","","false","Amortizacion_PC00024_2","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00024_2","En cuotas"
"false","false","","false","","","false","Fecha_Vencimiento_PC00024_2","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","5.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","date","","","","","","Tipo_amortizacion_PC00024_2","Al vencimiento"
"false","false","","false","","02","false","Periodicidad_Gracia_PC00024_2","false","false","","false","false","false","Periodicidad de gracia","","","Meses,Años","02,03","","false","cpliq_Periodicidad_gracia__c","","6.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00024_2","En cuotas"
"false","false","","false","","","false","n_Gracia_PC00024_2","false","false","","false","false","false","Plazo de gracia","","","","","","false","cpliq_n_gracia__c","","5.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00024_2","En cuotas"
"false","false","","false","","02","false","Periodicidad_PC00024_2","false","false","","false","false","false","Periodicidad","","","Meses,Años","02,03","","false","cpliq_Periodicidad__c","","4.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Tipo_amortizacion_PC00024_2","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,A medida","01,02,03","","false","cpliq_Tipo_amortizacion__c","","2.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Codigo_Simulacion_PC00024_2","false","false","","false","false","false","Código simulación","","","","","","false","cpliq_Codigo_Simulacion__c","","5.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","Tipo_amortizacion_PC00024_2","A medida"
"false","false","","false","","","false","n_PC00024_2","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","0159601","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","",""
"false","false","","false","","","false","PlazoIG_PC00024_2","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","4.0","0159601","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","02","false","gipr_Periodicidad_PC00024_2","false","false","3.0","true","false","false","Periodicidad","","","Meses,Años","02,03","","false","gipr_Periodicidad__c","","5.0","0159601","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","gipr_Garantia_PC00018_2","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","8.0","PC00009","false","","Información general del producto","1.0","","","","LIST","","gipr_Tipo_garantia_PC00018_2","","","","gipr_Tipo_garantia_PC00018_2","No dineraria,Dineraria"
"false","false","","false","","100","false","gipr_Cobertura_PC00018_2","false","false","","false","false","false","Cobertura (%)","","","","","","false","gipr_Cobertura__c","","9.0","PC00009","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Tipo_garantia_PC00018_2","Dineraria,No dineraria"
"false","false","","false","","","false","Fecha_Vencimiento_PC00018_2","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","5.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","date","","","","","","Tipo_amortizacion_PC00018_2","Al vencimiento"
"false","false","","false","","02","false","Periodicidad_Gracia_PC00018_2","false","false","","false","false","false","Periodicidad de gracia","","","Meses,Años","02,03","","false","cpliq_Periodicidad_gracia__c","","6.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00018_2","En cuotas"
"false","false","","false","","","false","n_Gracia_PC00018_2","false","false","","false","false","false","Plazo de gracia","","","","","","false","cpliq_n_gracia__c","","5.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00018_2","En cuotas"
"false","false","","false","","02","false","Periodicidad_PC00018_2","false","false","","false","false","false","Periodicidad","","","Meses,Años","02,03","","false","cpliq_Periodicidad__c","","4.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Tipo_amortizacion_PC00018_2","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,A medida","01,02,03","","false","cpliq_Tipo_amortizacion__c","","2.0","PC00009","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","PeriodicidadIG_PC00001_2","false","false","3.0","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","6.0","0160010","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
