"fprd__Allow_row_creation__c","fprd__Allow_row_deletion__c","fprd__Complex_default_value__c","fprd__Complex_sections_descending_order__c","fprd__Complex_section_order_by__c","fprd__Default_value__c","fprd__Descending_order__c","fprd__DeveloperName__c","fprd__First_expanded__c","fprd__Full_width__c","fprd__Header_order__c","fprd__Header__c","fprd__Hidden__c","fprd__Important__c","fprd__Label__c","fprd__Lightning_component_api_name__c","fprd__Lightning_component_attributes__c","fprd__LoV_labels__c","fprd__LoV_values__c","fprd__Lower_limit__c","fprd__Mandatory__c","fprd__Map_field__c","fprd__Max_complex_sections__c","fprd__Order__c","fprd__Product__r.Unique_id__c","fprd__Read_only__c","fprd__Related_map_fields__c","fprd__Section_name__c","fprd__Section_order__c","fprd__Table_default_value__c","fprd__Table_order_by__c","fprd__Table__r.fprd__DeveloperName__c","fprd__Type__c","fprd__Upper_limit__c","fprd__Values_control_field__c","fprd__Version_from__c","fprd__Version_to__c","fprd__Visibility_condition__c","fprd__Visibility_control_field__c","fprd__Visibility_control_value__c"
"false","false","","false","","03","false","Tipo_garantia_PC00001_2","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantia","01,02,03","","false","gipr_Tipo_Garantia__c","","7.0","0160010","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Periodicidad_Gracia_PC00001_2","false","false","","false","false","false","Periodicidad de gracia","","","Días,Meses","01,02","","false","cpliq_Periodicidad_gracia__c","","6.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00001_2","En cuotas"
"false","false","","false","","01","false","Tipo_amortizacion_PC00001_2","false","false","","false","false","false","Tipo amortización","","","Al vencimiento,En cuotas,A medida","01,02,03","","false","cpliq_Tipo_amortizacion__c","","2.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Destino_PC00001_2","false","false","","false","false","false","Destino","","","Campañas,Capital de trabajo,Pago de impuestos,Pago haberes,Pago proveedores,Prórroga,Subrrogación","01,02,03,04,05,06,07","","false","gipr_Destino__c","","4.0","0160010","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Cobertura_PC00001_2","false","false","","false","false","false","Cobertura (%)","","","","","","false","gipr_Cobertura__c","","9.0","0160010","false","","Información general del producto","1.0","","","","number","100.0","","","","","Tipo_garantia_PC00001_2","Dineraria,No dineraria"
"false","false","","false","","","false","Cuenta_vinculada_PC00001_2","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","","false","Fecha_Vencimiento_PC00001_2","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","5.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","date","","","","","","Tipo_amortizacion_PC00001_2","Al vencimiento"
"false","false","","false","","","false","n_PC00001_2","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","",""
"false","false","","false","","01","false","Amortizacion_PC00001_2","false","false","","false","false","false","Amortización","","","Mensual,Trimestral,Semestral,Anual","01,02,03,04","","false","cpliq_Amortizacion__c","","7.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","Tipo_amortizacion_PC00001_2","En cuotas"
"false","false","","false","","","false","PlazoIG_PC00001_2","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","5.0","0160010","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","","false","Codigo_Simulacion_PC00001_2","false","false","","false","false","false","Código simulación","","","","","","false","cpliq_Codigo_Simulacion__c","","5.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","Tipo_amortizacion_PC00001_2","A medida"
"false","false","","false","","","false","Garantia_PC00001_2","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","8.0","0160010","false","","Información general del producto","1.0","","","","LIST","","Tipo_garantia_PC00001_2","","","","Tipo_garantia_PC00001_2","No dineraria,Dineraria"
"false","false","","false","","","false","n_Gracia_PC00001_2","false","false","","false","false","false","Plazo de gracia","","","","","","false","cpliq_n_gracia__c","","5.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","number","","","","","","Tipo_amortizacion_PC00001_2","En cuotas"
"false","false","","false","","02","false","Periodicidad_PC00001_2","false","false","","false","false","false","Periodicidad","","","Días,Meses","01,02","","false","cpliq_Periodicidad__c","","4.0","0160010","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","Modalidad_PC00001_2","false","false","","false","false","false","Modalidad producto","","","Regular,Crédito líquido,Crédito puntual,Refinanciado,Reprogramado","01,03,09,14,02","","false","PE_List_Product_mode__c","","2.0","0160010","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00001_2","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0160010","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","false","false","Mejorado_PC00001_2","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","0160010","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","03","false","gipr_Tipo_garantia_PC00024_2","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","10.0","0159601","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","FALSE","false","Mejorado_PC00024_2","false","false","","false","false","false","Mejorado","","","","","","false","PE_List_Mejorado__c","","3.0","0159601","false","","Información general del producto","1.0","","","","checkbox","","","","","","",""
"false","false","","false","","01","false","gipr_Opcioncompra_Monto_PC00024_2","false","false","","false","false","false","Opción de compra (monto)","","","","","0.0","false","gipr_Buy_Option_amt__c","","9.0","0159601","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Opcioncompra_Tipo_PC00024_2","Monto"
"false","false","","false","","01","false","gipr_Opcioncompra_Tipo_PC00024_2","false","false","","false","false","false","Tipo opción de compra:","","","(%),Monto","01,02","","false","gipr_Buy_Type_Option__c","","7.0","0159601","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","03","false","Tipo_garantia_PC00029_2","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","8.0","0292235","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Fecha_Vencimiento_PC00029_2","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","4.0","0292235","false","","Información general del producto","1.0","","","","date","","","","","","",""
"false","false","","false","","","false","Cuenta_vinculada_PC00029_2","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","2.0","0292235","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","02","false","Garantia_PC00029_2","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","9.0","0292235","false","","Información general del producto","1.0","","","","LIST","","Tipo_garantia_PC00029_2","","","","Tipo_garantia_PC00029_2","No dineraria,Dineraria"
"false","false","","false","","","false","Importe_PC00029_2","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0292235","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","02","false","PeriodicidadIG_PC00029_2","false","false","3.0","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","3.0","0292235","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","tcf_type_beneficiary_PC00029_2","false","false","","false","false","false","Tipo de Beneficiario","","","Pública,Privada","01,02","","false","tcf_type_beneficiary__c","","6.0","0292235","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Cobertura_PC00029_2","false","false","","false","false","false","Cobertura (%)","","","","","0.0","false","gipr_Cobertura__c","","10.0","0292235","false","","Información general del producto","1.0","","","","number","100.0","","","","","Tipo_garantia_PC00029_2","Dineraria,No dineraria"
"false","false","","false","","","false","tcf_beneficiary_PC00029_2","false","false","","false","false","false","Beneficiario","","","","","","false","tcf_beneficiary__c","","5.0","0292235","false","","Información general del producto","1.0","","","","text","","","","","","",""
"false","false","","false","","02","false","tcf_Legal_VB_text_PC00029_2","false","false","","false","false","false","Texto VB° Legal","","","SI,NO","01,02","","false","tcf_Legal_VB_text__c","","7.0","0292235","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","PlazoIG_PC00029_2","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","2.0","0292235","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","01","false","Periodicity_commission_PC00029_2","false","false","","false","false","false","Periodicidad comisión","","","Bimestral,Trismestral,Semestral,Anual","01,02,03,04","","false","tcf_Periodicity_commission__c","","1.0","0292235","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","03","false","Ca_Tipo_garantia_PC00029_2","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","8.0","0292230","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Ca_Fecha_Vencimiento_PC00029_2","false","false","","false","false","false","Fecha de vencimiento","","","","","","false","cpliq_Fecha_Vencimiento__c","","4.0","0292230","false","","Información general del producto","1.0","","","","date","","","","","","",""
"false","false","","false","","","false","Ca_Cuenta_vinculada_PC00029_2","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","2.0","0292230","false","","Criterios de pago y liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","02","false","Ca_Garantia_PC00029_2","false","false","","false","false","false","Garantía","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16,17","","false","gipr_Garantia__c","","9.0","0292230","false","","Información general del producto","1.0","","","","LIST","","Ca_Tipo_garantia_PC00029_2","","","","Ca_Tipo_garantia_PC00029_2","No dineraria,Dineraria"
"false","false","","false","","","false","Ca_Importe_PC00029_2","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0292230","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","","false","gipr_Garantia_PC00024_2","false","false","","false","false","false","Garantía","","","","","","false","gipr_Garantia__c","","11.0","0159601","false","","Información general del producto","1.0","","","","LIST","","gipr_Tipo_garantia_PC00024_2","","","","gipr_Tipo_garantia_PC00024_2","No dineraria,Dineraria"
"false","false","","false","","100","false","gipr_Cobertura_PC00024_2","false","false","","false","false","false","Cobertura (%)","","","","","","false","gipr_Cobertura__c","","12.0","0159601","false","","Información general del producto","1.0","","","","number","","","","","","gipr_Tipo_garantia_PC00024_2","Dineraria,No dineraria"
"false","false","","false","","10","false","gipr_CuotaInicial_PC00024_2","false","false","","false","false","false","Cuota Inicial (%)","","","","","","false","gipr_CuotaInicial__c","","6.0","0159601","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","07","false","PE_Modality_PC00024_2","false","false","","false","false","false","Modalidad Producto","","","Construcción,Mobiliario, Inmobiliario","06,07,08","","false","PE_List_Product_mode__c","","2.0","0159601","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00024_2","false","false","1.0","true","false","false","Importe","","","","","","false","UnitPrice","","1.0","0159601","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","02","false","Ca_PeriodicidadIG_PC00029_2","false","false","3.0","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","3.0","0292230","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","01","false","Ca_tcf_type_beneficiary_PC00029_2","false","false","","false","false","false","Tipo de Beneficiario","","","Pública,Privada","01,02","","false","tcf_type_beneficiary__c","","6.0","0292230","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Ca_Cobertura_PC00029_2","false","false","","false","false","false","Cobertura (%)","","","","","0.0","false","gipr_Cobertura__c","","10.0","0292230","false","","Información general del producto","1.0","","","","number","100.0","","","","","Ca_Tipo_garantia_PC00029_2","Dineraria,No dineraria"
"false","false","","false","","","false","Ca_tcf_beneficiary_PC00029_2","false","false","","false","false","false","Beneficiario","","","","","","false","tcf_beneficiary__c","","5.0","0292230","false","","Información general del producto","1.0","","","","text","","","","","","",""
"false","false","","false","","02","false","Ca_tcf_Legal_VB_text_PC00029_2","false","false","","false","false","false","Texto VB° Legal","","","SI,NO","01,02","","false","tcf_Legal_VB_text__c","","7.0","0292230","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Ca_PlazoIG_PC00029_2","false","false","2.0","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","2.0","0292230","false","","Información general del producto","1.0","","","","number","","","","","","",""
"false","false","","false","","01","false","Ca_Periodicity_commission_PC00029_2","false","false","","false","false","false","Periodicidad comisión","","","Bimestral,Trismestral,Semestral,Anual","01,02,03,04","","false","tcf_Periodicity_commission__c","","1.0","0292230","false","","Criterios de pago y liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00006","false","false","1","true","false","false","Importe","","","","","0","false","UnitPrice","","1","0159502","false","","Información general del producto","1","","","","currency","","","","","","",""
"false","false","","false","","100","false","Efectividad_Cartera_cpliq_PC00006","false","false","","false","false","false","Efectividad cartera(%)","","","","","0","false","dlf_Portfolio_effectiveness__c","","4","0159502","false","","Criterios de pago y liquidación","2","","","","number","100","","","","","",""
"false","false","","false","","03","false","Plazo_Operaci_cpliq_PC00006","false","false","","false","false","false","Plazo(s) Operación","","","15 días,30 dias,60 dias,90 dias,120 dias,150 dias,180 dias,210 dias,240 dias,270 dias,300 dias,330 dias,360 dias","01,02,03,04,05,06,07,08,09,10,11,12,13","","false","dlf_Operation_Deadlines__c","","3","0159502","false","","Criterios de pago y liquidación","2","","","","multiselect","","","","","","",""
"false","false","","false","","","false","Cuenta_vinculada_cpliq_PC00006","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","2","0159502","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","","false","Plazo_ig_PC00006","false","false","2","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","2","0159502","false","","Información general del producto","1","","","","number","","","","","","",""
"false","false","","false","","02","false","Garantia_ig_PC00006","false","false","","false","false","false","Garantia","","","Cuenta en garantía,Depósito cuenta a plazo,Super depósitos,Acciones y bono,Cartas de crédito,Certificados bancarios,Fianza bancaria,Fondos mutuos,Hipoteca,Leasing,Prenda agrícola,Prenda industrial,Prenda minera,Prenda transporte,Prenda vehicular,Warrants","01,02,03,04,05,06,07,09,10,11,12,13,14,15,16","","false","gipr_Garantia__c","","5","0159502","false","","Información general del producto","1","","","","LIST","","Tipo_garantia_ig_PC00006","","","","Tipo_garantia_ig_PC00006","Dineraria,No dineraria"
"false","false","","false","","03","false","Tipo_garantia_ig_PC00006","false","false","","false","false","false","Tipo garantía","","","Dineraria,No dineraria,Sin garantía","01,02,03","","false","gipr_Tipo_Garantia__c","","4","0159502","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Periodicidad_ig_PC00006","false","false","3","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","3","0159502","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","100","false","Cobertura_ig_PC00006","false","false","","false","false","false","Cobertura (%)","","","","","0","false","gipr_Cobertura__c","","6","0159502","false","","Información general del producto","1","","","","number","100","","","","","Tipo_garantia_ig_PC00006","Dineraria,No dineraria"
"false","false","","false","","","false","Cuenta_Abono_PC00036","false","false","","false","false","false","Cuenta abono","","","","","","false","cpliq_Cuenta_Abono__c","","2","PC00036","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","","false","Cuenta_Cargo_CP00036","false","false","","false","false","false","Cuenta cargo","","","","","","false","cpliq_Cuenta_Cargo__c","","1","PC00036","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","01","false","Periodicidad_ig_PC00036","false","false","","false","false","false","Periodicidad","","","Días,Meses,Año","01,02,03","","false","gipr_Periodicidad__c","","7","PC00036","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Plazo_ig_PC00036","false","false","","false","false","false","Plazo","","","","","","false","gipr_Plazo__c","","6","PC00036","false","","Información general del producto","1","","","","number","","","","","","",""
"false","false","","false","","01","false","Modalidad_PC00036","false","false","","false","false","false","Modalidad","","","Regular,Bonificado","01,02","","false","gipr_Modality__c","","3","PC00036","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Moneda_Destino_PC00036","false","false","","false","false","false","Moneda Destino","","","USD,PEN,EUR,GBP,CHF,JPY,SEK","01,02,03,04,05,06,07","","false","gipr_Currency_Destiny__c","","5","PC00036","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Moneda_Origen_PC00036","false","false","","false","false","false","Moneda Origen","","","USD,PEN,EUR,GBP,CHF,JPY,SEK","01,02,03,04,05,06,07","","false","gipr_Currency_Origin__c","","4","PC00036","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Operativa_PC00036","false","false","","false","false","false","Operativa","","","Banco compra,Banco vende","01,02","","false","gipr_Operativa__c","","2","PC00036","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Rof_PC00036","false","false","","false","false","false","ROF","","","","","","false","cpliq_Rof__c","","3","PC00036","false","","Criterios de pago y liquidación","2","","","","number","","","","","","",""
"false","false","","false","","","false","Importe_PC00036","false","false","1","true","false","false","Importe","","","","","0","false","UnitPrice","","1","PC00036","false","","Información general del producto","1","","","","currency","","","","","","",""
"false","false","","false","","","false","Importe_0241041","false","false","1","true","false","false","Importe","","","","","0","false","UnitPrice","","1","0241041","false","","Información general del producto","1","","","","currency","","","","","","",""
"false","false","","false","","","false","Plazo_ig_0241041","false","false","2","true","false","false","Plazo","","","","","","false","gipr_Plazo__c","","2","0241041","false","","Información general del producto","1","","","","number","","","","","","",""
"false","false","","false","","01","false","Periodicidad_ig_0241041","false","false","3","true","false","false","Periodicidad","","","Días,Meses","01,02","","false","gipr_Periodicidad__c","","3","0241041","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Cuenta_vinculada_cpliq_0241041","false","false","","false","false","false","Cuenta vinculada","","","","","","false","cpliq_Cuenta_vinculada__c","","1","0241041","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","01","false","Liquidacion_cpliq_0241041","false","false","","false","false","false","Liquidación","","","Abono en cuenta,Capitalización","01,02","","false","cpliq_liquidacion__c","","2","0241041","false","","Criterios de pago y liquidación","2","","","","LIST","","","","","","",""
"false","false","","false","","","false","Importe_PC00035","false","false","1","true","false","false","Importe","","","","","0","false","UnitPrice","","1","PC00035","false","","Información general del producto","1","","","","currency","","","","","","",""
"false","false","","false","","","false","Moneda_Destino_PC00035","false","false","","false","false","false","Moneda destino","","","USD,PEN,EUR,GBP,CHF,JPY,SEK","01,02,03,04,05,06,07","","false","gipr_Currency_Destiny__c","","2","PC00035","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","02","false","Operativa_PC00035","false","false","","false","false","false","Operativa","","","Banco compra,Banco vende","01,02","","false","gipr_Operativa__c","","3","PC00035","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Moneda_Origen_PC00035","false","false","","false","false","false","Moneda origen","","","USD,PEN,EUR,GBP,CHF,JPY,SEK","01,02,03,04,05,06,07","","false","gipr_Currency_Origin__c","","4","PC00035","false","","Información general del producto","1","","","","LIST","","","","","","",""
"false","false","","false","","","false","Cuenta_Abono_PC00035","false","false","","false","false","false","Cuenta abono","","","","","","false","cpliq_Cuenta_Abono__c","","2","PC00035","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","","false","Cuenta_Cargo_CP00035","false","false","","false","false","false","Cuenta cargo","","","","","","false","cpliq_Cuenta_Cargo__c","","1","PC00035","false","","Criterios de pago y liquidación","2","","","","text","","","","","","",""
"false","false","","false","","","false","Rof_PC00035","false","false","","false","false","false","ROF","","","","","","false","cpliq_Rof__c","","3","PC00035","false","","Criterios de pago y liquidación","2","","","","number","","","","","","",""
"false","false","","false","","","false","gipr_Importe_PC00014","false","false","1.0","true","false","false","Importe","","","","","","true","UnitPrice","","1.0","0292410","false","","Información general del producto","1.0","","","","currency","","","","","","",""
"false","false","","false","","01","false","gipr_Class_PC00014","false","false","","false","false","false","Clase","","","Standard,Leasing","01,02","","true","gipr_Class__c","","2.0","0292410","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","grip_Plazo_PC00014","false","false","","false","false","false","Plazo","","","","","","true","gipr_Plazo__c","","3.0","0292410","false","","Información general del producto","1.0","","","","number",,"","","","","",""
"false","false","","false","","01","false","gipr_Periodicidad_PC00014","false","false","","false","false","false","Periodicidad","","","Dias,Meses","01,02","","true","gipr_Periodicidad__c","","4.0","0292410","false","","Información general del producto","1.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","cpliq_Cuenta_abono_PC00014","false","false","","false","false","false","Cuenta abono","","","","","","false","cpliq_Cuenta_Abono__c","","1.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","text","","","","","","",""
"false","false","","false","","01","false","cpliq_Way_to_Pay_PC00014","false","false","","false","false","false","Forma de pago","","","Vista,Plazo,Mixta","01,02,03","","false","cpliq_Way_to_Pay__c","","2.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","cpliq_Plazo_PC00014","false","false","","false","false","false","Plazo","","","","","","false","cpliq_n__c","","3.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number",,"","","","","cpliq_Way_to_Pay_PC00014","02,03"
"false","false","","false","","","false","cpliq_Periodicidad_PC00014","false","false","","false","false","false","Periodicidad","","","días","01","","false","cpliq_Periodicidad__c","","4.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","LIST","","","","","","cpliq_Way_to_Pay_PC00014","02,03"
"false","false","","false","","01","false","cpliq_Comision_PC00014","false","false","","false","false","false","Comisión","","","Usual,Ingresada,Puntual,Flat,All in","01,02,03,04,05","","false","cpliq_Commission__c","","5.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","LIST","","","","","","",""
"false","false","","false","","","false","cpliq_Fecha_Vencimiento_PC00014","false","false","","false","false","false","Vcto. tarifa","","","","","","false","cpliq_Fecha_Vencimiento__c","","6.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","date","","","","","","cpliq_Comision_PC00014","02"
"false","false","","false","","","false","cpliq_Emision_PC00014","false","false","","false","false","false","Emisión (%)","","","","","","false","cpliq_Emission__c","","6.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","03"
"false","false","","false","","","false","cpliq_Negociacion_PC00014","false","false","","false","false","false","Negociación (%)","","","","","","false","cpliq_Negotiation__c","","7.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","03"
"false","false","","false","","","false","cpliq_Pago_Dif_PC00014","false","false","","false","false","false","Pago dif (%)","","","","","","false","cpliq_Payment_Dif__c","","8.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","03"
"false","false","","false","","","false","cpliq_Prorroga_PC00014","false","false","","false","false","false","Prórroga (%)","","","","","","false","cpliq_Extension__c","","9.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","03"
"false","false","","false","","","false","cpliq_Incremento_PC00014","false","false","","false","false","false","Incremento (%)","","","","","","false","cpliq_Increase__c","","10.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","cpliq_Comisión_PC00014","","","","cpliq_Comision_PC00014","03"
"false","false","","false","","","false","cpliq_BBVA_PC00014","false","false","","false","false","false","BBVA (%)","","","","","","false","cpliq_BBVA__c","","6.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","04,05"
"false","false","","false","","","false","cpliq_Bco_Correponsal_PC00014","false","false","","false","false","false","Bco. correponsal (%)","","","","","","false","cpliq_Bco_Correspondent__c","","7.0","0292410","false","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","04,05"
"false","false","","false","","","false","cpliq_Total_PC00014","false","false","","false","false","false","Total (%)","","","","","","false","cpliq_Total__c","","8.0","0292410","true","","Criterio de Pago y Liquidación","2.0","","","","number","","","","","","cpliq_Comision_PC00014","05"
